sales_person,country,product,date,amount,boxes_shipped
sp113,South Korea,Olay Regenerist Collagen Peptide24 Serum 60ml,2024-04-02,23677.42,316
sp89,United Kingdom,Tatcha The Rice Polish Foaming Enzyme Powder 200ml,2021-12-03,7254.59,91
sp107,Chile,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 15ml,2024-07-19,14653.62,230
sp113,United States,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 40ml,2024-04-24,2966.83,104
sp74,Netherlands,La Roche-Posay Lipikar Balm AP+ 200ml,2023-02-24,1672.8,48
sp108,Sweden,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 125ml,2020-08-08,2846.22,29
sp100,Colombia,Olay Eyes Ultimate Eye Cream 150ml,2023-07-26,2850.55,60
sp152,Philippines,Drunk Elephant Virgin Marula Luxury Face Oil 60ml,2021-04-07,937.7,34
sp41,United States,Avène XeraCalm A.D Lipid-Replenishing Cream 20ml,2023-09-25,1369.77,39
sp13,United Kingdom,REN Clean Skincare Vita Mineral Active 7 Eye Gel 150ml,2021-07-25,11466.69,109
sp48,Spain,Tatcha The Eye Concentrate 60ml,2024-10-14,4769.86,44
sp110,Thailand,Kiehl's Midnight Recovery Concentrate 250ml,2024-03-09,1350.21,13
sp181,United Kingdom,La Roche-Posay Effaclar Mat Moisturiser 50ml,2020-01-27,7193.9,128
sp129,Canada,CeraVe AM Facial Moisturising Lotion SPF25 56.7g,2020-09-22,3332.81,106
sp114,Poland,Clinique Dramatically Different Moisturising Lotion+ 125ml,2021-01-02,2269.91,25
sp142,Canada,First Aid Beauty Ultra Repair Cream 75ml,2023-09-28,7886.23,89
sp165,South Korea,Bioderma Hydrabio Gel-Crème 40ml,2023-07-09,6510.49,109
sp64,Germany,Clinique Dramatically Different Moisturising Lotion+ 20ml,2022-08-03,12058.79,191
sp58,Germany,Pixi Retinol Tonic 40ml,2021-12-29,8898.49,136
sp77,Thailand,Pixi Glow Tonic 30ml,2023-02-26,19738.84,295
sp35,Spain,The Ordinary Salicylic Acid 2% Solution 20ml,2024-03-02,4131.24,59
sp60,India,Sunday Riley Tidal Brightening Enzyme Water Cream 250ml,2024-12-24,9863.03,121
sp55,United Kingdom,Olay Retinol24 Night Moisturizer 200ml,2024-06-06,2120.41,81
sp145,Chile,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 60ml,2021-10-20,11239.82,226
sp59,South Korea,Tatcha The Eye Concentrate 100ml,2020-03-25,8349.61,103
sp72,Chile,Pixi Vitamin-C Juice Cleanser 30ml,2023-04-20,8439.7,177
sp34,Canada,La Roche-Posay Anthelios Invisible Fluid SPF50+ 15ml,2024-09-11,9455.08,112
sp13,Sweden,REN Clean Skincare Clean Screen Mineral SPF30 75ml,2024-11-10,13139.93,127
sp61,Italy,Kiehl's Clearly Corrective Dark Spot Solution 40ml,2024-06-18,858.97,66
sp68,Singapore,Clinique Turnaround Overnight Revitalizing Moisturizer 150ml,2023-02-06,6032.69,114
sp23,Canada,The Ordinary Buffet Multi-Technology Peptide Serum 50ml,2020-10-06,1795.82,109
sp199,Argentina,Murad Cellular Hydration Barrier Repair Cream 30ml,2020-07-02,2883.6,72
sp113,Canada,The Ordinary AHA 30% + BHA 2% Peeling Solution 60ml,2024-02-11,5346.66,61
sp29,Philippines,Drunk Elephant B-Hydra Intensive Hydration Serum 200ml,2022-08-04,2118.71,59
sp87,Indonesia,Clinique All About Eyes Rich 30ml,2020-05-02,746.3,26
sp6,Thailand,Neutrogena Oil-Free Acne Wash 75ml,2023-11-02,9168.55,94
sp24,Spain,Avène Hydrance Rich Rehydrating Cream 20ml,2024-02-15,3878.48,70
sp11,Argentina,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 100ml,2021-06-22,537.26,34
sp171,United Kingdom,Drunk Elephant B-Hydra Intensive Hydration Serum 75ml,2022-07-22,11562.67,105
sp153,Netherlands,Sunday Riley UFO Ultra-Clarifying Face Oil 340g,2022-12-07,28228.69,320
sp133,Japan,Olay Super Serum 5-in-1 30g,2021-03-10,10415.9,123
sp55,Colombia,CeraVe Skin Renewing Night Cream 30g,2023-05-31,599.89,59
sp116,India,La Roche-Posay Lipikar Balm AP+ 50ml,2022-12-30,2925.45,113
sp11,Chile,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 56.7g,2020-01-03,1879.54,49
sp59,Canada,Sunday Riley Luna Sleeping Night Oil 56.7g,2020-04-25,7102.11,141
sp129,Japan,Sunday Riley UFO Ultra-Clarifying Face Oil 60ml,2021-10-12,4549.03,292
sp176,Thailand,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 340g,2024-10-11,8905.4,101
sp190,Netherlands,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2022-05-02,6218.52,83
sp116,United States,COSRX Oil-Free Ultra-Moisturizing Lotion 150ml,2024-08-07,6990.42,79
sp139,Poland,Paula's Choice DEFENSE Antioxidant Pore Purifier 30g,2023-03-17,13446.96,140
sp94,Chile,Paula's Choice BOOST 10% Niacinamide Booster 30ml,2020-09-22,2172.21,72
sp14,Thailand,Bioderma Sensibio H2O Micellar Water 56.7g,2021-02-19,1758.36,19
sp174,Philippines,Clinique Even Better Clinical Radical Dark Spot Corrector 20ml,2023-09-23,4544.86,72
sp150,Spain,Tatcha The Eye Concentrate 340g,2024-05-10,4579.95,109
sp95,Netherlands,Kiehl's Ultra Facial Cream 15ml,2023-02-27,1505.27,40
sp76,Indonesia,First Aid Beauty Pure Skin Face Cleanser 340g,2021-09-01,610.68,139
sp46,Spain,Pixi Hydrating Milky Serum 125ml,2022-09-21,13869.57,139
sp197,Colombia,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 340g,2020-10-02,6395.14,108
sp126,Brazil,CeraVe Skin Renewing Night Cream 30g,2020-08-24,18774.74,323
sp77,Spain,Avène Hydrance Rich Rehydrating Cream 15ml,2021-10-13,3468.14,47
sp147,United States,La Roche-Posay Toleriane Hydrating Gentle Cleanser 30g,2022-08-10,14306.54,275
sp102,India,First Aid Beauty Ultra Repair Cream 30ml,2022-09-19,3450.17,50
sp155,Japan,Neutrogena Bright Boost Gel Cream 60ml,2023-09-30,10372.26,145
sp8,Italy,Avène XeraCalm A.D Lipid-Replenishing Cream 100ml,2023-12-19,5412.97,99
sp67,France,Skinceuticals Metacell Renewal B3 40ml,2020-03-21,2731.29,80
sp51,India,Paula's Choice CALM Redness Relief Moisturizer SPF 30 50ml,2020-07-03,6264.75,138
sp56,Spain,REN Clean Skincare Perfect Canvas Clean Primer 40ml,2022-01-28,2580.08,140
sp1,Mexico,Paula's Choice BOOST 10% Niacinamide Booster 50ml,2020-01-08,11691.08,108
sp147,United Kingdom,Murad AHA/BHA Exfoliating Cleanser 30g,2024-07-13,1235.07,403
sp140,Germany,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 56.7g,2024-10-02,10108.06,169
sp13,United Kingdom,La Roche-Posay Toleriane Hydrating Gentle Cleanser 20ml,2020-12-10,901.77,69
sp131,United Kingdom,Drunk Elephant Virgin Marula Luxury Face Oil 30g,2023-06-22,8389.63,207
sp116,Japan,La Roche-Posay Hyalu B5 Serum 50ml,2022-08-02,7413.07,480
sp89,Thailand,Pixi Rose Ceramide Cream 40ml,2022-07-06,7872.4,131
sp124,Mexico,Kiehl's Calendula Serum-Infused Water Cream 200ml,2020-10-16,5264.26,136
sp155,Thailand,Drunk Elephant F-Balm Electrolyte Waterbalm 20ml,2022-05-21,2681.62,59
sp123,India,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 50ml,2022-05-03,34773.23,324
sp159,United States,Sunday Riley Saturn Sulfur Acne Treatment Mask 20ml,2024-12-11,23517.41,266
sp161,Netherlands,The Ordinary Salicylic Acid 2% Solution 150ml,2024-06-25,4407.48,54
sp65,United Kingdom,Olay Eyes Ultimate Eye Cream 250ml,2023-07-30,32620.21,340
sp21,Argentina,Olay Eyes Ultimate Eye Cream 200ml,2020-04-08,3980.11,35
sp83,Thailand,REN Clean Skincare Radiance Perfection Serum 125ml,2024-02-08,804.23,40
sp173,Italy,Skinceuticals A.G.E. Eye Complex 56.7g,2022-11-30,3147.67,76
sp11,Philippines,Clinique All About Eyes Rich 200ml,2023-06-24,6405.09,94
sp91,Germany,Kiehl's Creamy Eye Treatment with Avocado 150ml,2020-06-17,7252.36,105
sp146,United States,COSRX Ultimate Moisturizing Honey Overnight Mask 75ml,2020-09-21,10043.79,96
sp116,Sweden,Olay Vitamin C + Peptide 24 Face Moisturizer 30ml,2024-11-06,16494.3,150
sp82,Canada,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 100ml,2021-07-09,18403.77,182
sp182,Netherlands,La Roche-Posay Hyalu B5 Serum 50ml,2021-07-20,1579.91,87
sp17,India,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 30g,2020-09-04,19292.87,272
sp131,Chile,Skinceuticals Metacell Renewal B3 60ml,2021-11-27,1704.08,79
sp159,Japan,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 60ml,2020-08-14,350.03,10
sp164,Brazil,Murad Cellular Hydration Barrier Repair Cream 40ml,2021-11-08,2957.81,60
sp132,United Kingdom,Drunk Elephant F-Balm Electrolyte Waterbalm 340g,2020-11-12,4043.62,54
sp150,United States,Tatcha The Silk Cream 20ml,2020-01-16,21703.58,223
sp178,China,Clinique Repairwear Laser Focus Eye Cream 30ml,2021-11-01,930.03,263
sp129,Italy,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 125ml,2024-01-23,5712.09,66
sp183,Singapore,Kiehl's Ultra Facial Cream 15ml,2024-07-14,18764.91,519
sp199,Sweden,CeraVe Renewing SA Cream 20ml,2021-03-27,2320.14,56
sp23,Germany,Pixi Hydrating Milky Serum 40ml,2024-03-12,2098.02,26
sp165,Philippines,Kiehl's Ultra Facial Cream 56.7g,2022-06-08,1671.66,89
sp138,Chile,Estée Lauder Revitalizing Supreme+ Moisturizer 30g,2024-12-01,1189.37,161
sp73,Argentina,Tatcha The Indigo Overnight Repair Treatment 250ml,2020-08-22,1498.04,30
sp148,Netherlands,CeraVe Renewing SA Cream 15ml,2022-11-30,5025.1,56
sp139,Netherlands,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 150ml,2023-01-21,3187.27,32
sp128,Brazil,Clinique Repairwear Laser Focus Eye Cream 150ml,2024-06-23,2882.29,55
sp24,Thailand,La Roche-Posay Toleriane Hydrating Gentle Cleanser 150ml,2023-11-23,1332.71,258
sp25,Spain,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 250ml,2024-10-02,2061.89,24
sp151,Germany,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 40ml,2022-07-26,12970.68,131
sp116,Colombia,Sunday Riley UFO Ultra-Clarifying Face Oil 56.7g,2023-02-25,1287.95,84
sp24,Colombia,Drunk Elephant C-Firma Fresh Day Serum 30ml,2021-05-23,880.36,123
sp114,Brazil,Tatcha The Indigo Overnight Repair Treatment 150ml,2024-09-25,7682.37,82
sp162,Germany,Kiehl's Clearly Corrective Dark Spot Solution 30ml,2022-11-11,2219.97,38
sp199,Indonesia,The Ordinary Natural Moisturising Factors + HA 30g,2024-01-13,177.88,37
sp123,Netherlands,Bioderma Nodé Detox Shampoo 75ml,2022-06-30,8132.4,100
sp43,Philippines,Murad Hydro-Dynamic Ultimate Moisture 125ml,2023-12-10,4632.83,54
sp185,France,Kiehl's Clearly Corrective Dark Spot Solution 60ml,2022-10-28,7839.62,109
sp1,Colombia,La Roche-Posay Toleriane Double Repair Moisturiser 200ml,2022-05-16,2143.48,21
sp116,Spain,Murad Brightening Booster 60ml,2021-01-19,9911.85,108
sp46,United Kingdom,La Roche-Posay Hyalu B5 Serum 150ml,2020-04-29,610.15,19
sp31,Netherlands,Pixi Glow Tonic 30ml,2020-06-29,418.58,17
sp79,Thailand,CeraVe Hydrating Cleanser 30ml,2021-04-17,9137.54,108
sp193,Singapore,Skinceuticals Metacell Renewal B3 30ml,2024-11-27,1993.11,92
sp4,South Korea,The Ordinary Natural Moisturising Factors + HA 50ml,2024-10-22,13083.37,137
sp165,Italy,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 20ml,2022-01-14,1840.11,36
sp128,Sweden,Sunday Riley UFO Ultra-Clarifying Face Oil 340g,2022-11-02,5555.55,123
sp149,China,La Roche-Posay Hyalu B5 Serum 30g,2022-11-17,1035.95,28
sp109,China,CeraVe Skin Renewing Night Cream 340g,2021-03-11,4010.2,50
sp151,Japan,Bioderma Atoderm Intensive Baume 150ml,2024-07-24,2568.19,108
sp103,Thailand,Avène Hydrance Rich Rehydrating Cream 20ml,2021-02-01,1069.88,79
sp140,Canada,CeraVe Skin Renewing Night Cream 60ml,2023-12-27,11132.11,104
sp141,Sweden,La Roche-Posay Anthelios Invisible Fluid SPF50+ 56.7g,2021-10-05,1638.24,21
sp35,Netherlands,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 50ml,2024-10-01,12611.77,141
sp107,Netherlands,Clinique All About Eyes Rich 30g,2022-09-05,12651.67,116
sp200,Indonesia,Paula's Choice DEFENSE Antioxidant Pore Purifier 75ml,2020-02-20,9767.77,99
sp167,China,Murad Oil-Control Mattifier SPF45 150ml,2021-11-26,8946.73,284
sp59,Argentina,Drunk Elephant F-Balm Electrolyte Waterbalm 75ml,2023-12-14,6091.9,132
sp96,United States,Tatcha The Dewy Skin Cream 340g,2023-12-19,18886.28,243
sp26,India,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 340g,2024-10-28,27247.57,354
sp112,United States,COSRX Balancium B5 Biome Comfort Cream 30ml,2020-04-09,5386.65,111
sp34,South Korea,La Roche-Posay Cicaplast Baume B5 15ml,2024-05-08,6100.35,115
sp147,Poland,Kiehl's Midnight Recovery Concentrate 150ml,2021-04-11,22766.86,229
sp171,Italy,Neutrogena Hydro Boost Water Gel 200ml,2022-08-11,12216.78,150
sp179,Brazil,Neutrogena Bright Boost Gel Cream 60ml,2021-07-26,5504.93,193
sp198,France,Drunk Elephant A-Passioni Retinol Cream 40ml,2021-10-10,1757.15,18
sp135,South Korea,Drunk Elephant Protini Polypeptide Cream 30ml,2023-08-02,3134.42,115
sp50,Poland,Skinceuticals A.G.E. Eye Complex 75ml,2024-10-15,1645.44,35
sp68,Germany,The Ordinary Retinol 0.5% in Squalane 250ml,2024-01-03,33346.24,382
sp97,China,La Roche-Posay Effaclar Mat Moisturiser 40ml,2023-09-26,550.92,29
sp139,Mexico,Sunday Riley Luna Sleeping Night Oil 20ml,2020-02-05,2528.95,90
sp119,Poland,Neutrogena Rapid Wrinkle Repair Retinol Cream 200ml,2021-09-25,7962.18,240
sp76,Spain,First Aid Beauty Pure Skin Face Cleanser 125ml,2020-01-30,13247.58,118
sp87,France,Neutrogena Bright Boost Gel Cream 125ml,2022-02-24,11009.79,264
sp46,Sweden,Clinique Turnaround Overnight Revitalizing Moisturizer 100ml,2021-06-12,8755.36,111
sp171,Mexico,Bioderma Cicabio Arnica+ Repairing Cream 50ml,2023-03-02,1634.38,19
sp21,Mexico,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 340g,2022-06-19,38903.77,358
sp31,United Kingdom,Murad Hydro-Dynamic Ultimate Moisture 60ml,2023-08-18,6800.94,88
sp81,Chile,Estée Lauder Revitalizing Supreme+ Moisturizer 40ml,2020-03-06,5024.86,88
sp9,Spain,Estée Lauder Revitalizing Supreme+ Moisturizer 60ml,2021-02-19,3173.65,50
sp18,Singapore,COSRX AHA/BHA Clarifying Treatment Toner 75ml,2024-12-12,14777.33,207
sp4,Singapore,Skinceuticals Phyto Corrective Gel 50ml,2024-11-07,12331.58,145
sp66,Argentina,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 75ml,2022-09-17,8151.33,165
sp39,China,Neutrogena Bright Boost Gel Cream 100ml,2020-03-24,760.63,95
sp74,Chile,Tatcha The Rice Polish Foaming Enzyme Powder 56.7g,2023-11-02,2518.95,28
sp156,Brazil,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 30ml,2020-02-05,6861.47,82
sp59,Argentina,First Aid Beauty Ultra Repair Firming Collagen Cream 40ml,2024-12-19,4593.44,105
sp95,Sweden,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 56.7g,2023-03-15,1433.79,22
sp37,Sweden,CeraVe Healing Ointment 20ml,2024-10-27,566.45,88
sp49,Germany,Sunday Riley Luna Sleeping Night Oil 30ml,2022-10-31,9933.26,448
sp56,Brazil,Kiehl's Rare Earth Deep Pore Cleansing Masque 15ml,2023-01-18,103.26,10
sp29,Spain,Sunday Riley Tidal Brightening Enzyme Water Cream 30ml,2021-09-14,971.29,114
sp144,Indonesia,Drunk Elephant Virgin Marula Luxury Face Oil 125ml,2023-11-02,1872.01,32
sp25,France,La Roche-Posay Lipikar Balm AP+ 60ml,2024-11-30,5464.04,197
sp16,Brazil,Bioderma Hydrabio Gel-Crème 30g,2020-04-24,1410.9,39
sp46,Netherlands,Murad Hydro-Dynamic Ultimate Moisture 15ml,2020-05-03,13405.78,226
sp105,Japan,Neutrogena Hydro Boost Water Gel 150ml,2021-06-24,195.0,54
sp4,China,Paula's Choice BOOST 10% Niacinamide Booster 100ml,2020-12-31,1599.8,50
sp39,Chile,Drunk Elephant F-Balm Electrolyte Waterbalm 150ml,2021-12-30,5447.87,115
sp136,China,La Roche-Posay Toleriane Double Repair Moisturiser 100ml,2022-07-23,1513.81,31
sp29,Philippines,Paula's Choice CALM Redness Relief Moisturizer SPF 30 30ml,2024-08-16,1005.09,11
sp195,South Korea,Skinceuticals Phyto Corrective Gel 15ml,2023-10-24,8809.98,313
sp188,Spain,Skinceuticals Metacell Renewal B3 50ml,2020-02-14,24625.77,321
sp69,Japan,CeraVe AM Facial Moisturising Lotion SPF25 340g,2023-04-10,3972.0,117
sp77,Sweden,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 200ml,2024-01-23,6812.34,105
sp198,Thailand,Tatcha The Clarifying Clay Mask 75ml,2021-01-06,3876.9,64
sp96,Germany,CeraVe PM Facial Moisturising Lotion 30g,2023-02-25,2451.05,26
sp6,Argentina,La Roche-Posay Toleriane Double Repair Moisturiser 30ml,2024-06-01,1325.82,120
sp79,Argentina,Skinceuticals Phyto Corrective Gel 30g,2020-03-29,9647.71,86
sp179,Canada,Bioderma Nodé Detox Shampoo 40ml,2024-01-10,18718.46,164
sp55,Canada,Paula's Choice BOOST 10% Niacinamide Booster 30g,2020-01-27,4824.22,92
sp45,Canada,COSRX AC Collection Lightweight Soothing Moisturizer 20ml,2024-02-20,1842.79,54
sp24,Singapore,Kiehl's Calendula Serum-Infused Water Cream 30ml,2024-08-26,6341.15,240
sp113,Colombia,Tatcha The Dewy Skin Cream 200ml,2022-08-10,13398.68,424
sp53,Canada,Paula's Choice CALM Redness Relief Moisturizer SPF 30 75ml,2023-04-10,307.96,30
sp177,Indonesia,Avène Cicalfate+ Restorative Protective Cream 15ml,2021-11-17,4084.06,50
sp105,Colombia,Sunday Riley UFO Ultra-Clarifying Face Oil 60ml,2024-03-25,13553.58,395
sp181,South Korea,Clinique All About Eyes Rich 60ml,2020-12-31,1619.84,136
sp110,Mexico,Skinceuticals Triple Lipid Restore 2:4:2 60ml,2023-07-24,604.95,11
sp65,United States,Skinceuticals Physical Fusion UV Defense SPF 50 15ml,2023-08-19,12496.17,115
sp92,Italy,Kiehl's Ultra Facial Cream 60ml,2023-08-07,8831.67,147
sp190,Poland,Neutrogena Hydro Boost Water Gel 150ml,2023-11-18,11641.08,145
sp11,China,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 30g,2021-11-01,1470.8,111
sp42,Singapore,CeraVe Moisturising Cream 30g,2021-10-05,7831.15,72
sp20,United States,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 40ml,2021-12-03,270.62,10
sp84,Netherlands,La Roche-Posay Retinol B3 Serum 60ml,2022-04-17,9879.1,121
sp141,Thailand,Tatcha The Clarifying Clay Mask 30g,2023-10-17,2614.32,29
sp165,Japan,Drunk Elephant Protini Polypeptide Cream 30ml,2024-12-08,21617.86,349
sp187,China,Pixi +C VIT Brightening Serum 250ml,2020-03-19,3087.58,41
sp71,Sweden,Bioderma Sensibio H2O Micellar Water 15ml,2021-04-26,940.02,53
sp150,Canada,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 15ml,2021-01-22,3644.45,337
sp129,Thailand,Clinique Smart Night Custom-Repair Moisturiser 250ml,2024-12-28,17873.34,363
sp58,Chile,Neutrogena Hydro Boost Eye Gel-Cream 100ml,2020-11-09,325.3,18
sp101,Brazil,Tatcha The Essence Plump Skin Softener 250ml,2022-07-08,32650.24,384
sp29,Indonesia,CeraVe Renewing SA Cream 125ml,2020-10-17,12738.7,215
sp137,Japan,CeraVe PM Facial Moisturising Lotion 60ml,2020-10-28,12056.77,109
sp72,Italy,Avène Cleanance Expert Emulsion 30ml,2021-10-01,2723.94,34
sp40,Philippines,CeraVe Healing Ointment 60ml,2022-09-29,1072.49,35
sp20,United Kingdom,Skinceuticals A.G.E. Eye Complex 50ml,2020-12-12,8237.62,118
sp2,Netherlands,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 30g,2023-03-07,3258.71,117
sp50,Philippines,Skinceuticals Phyto Corrective Gel 30g,2021-07-23,8018.72,97
sp38,China,Sunday Riley Tidal Brightening Enzyme Water Cream 340g,2022-06-02,985.99,72
sp119,Spain,Tatcha The Silk Cream 40ml,2023-02-20,5549.74,72
sp72,Germany,First Aid Beauty KP Bump Eraser Body Scrub 100ml,2021-03-01,2606.58,73
sp83,Germany,Estée Lauder Revitalizing Supreme+ Moisturizer 100ml,2024-09-19,2858.53,67
sp117,China,Drunk Elephant A-Passioni Retinol Cream 200ml,2021-06-20,12562.22,128
sp65,Singapore,Drunk Elephant A-Passioni Retinol Cream 340g,2023-09-06,264.94,78
sp176,United States,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 340g,2020-10-06,26158.67,241
sp182,Netherlands,Olay Regenerist Micro-Sculpting Cream 20ml,2020-09-22,1254.64,65
sp152,United States,Paula's Choice RESIST Anti-Aging Clear Skin Hydrator 40ml,2024-08-02,1873.98,29
sp53,Indonesia,Kiehl's Rare Earth Deep Pore Cleansing Masque 30ml,2024-06-29,2032.25,81
sp27,Chile,Neutrogena Norwegian Formula Face Cream 60ml,2021-11-17,4257.87,113
sp75,Argentina,Clinique Repairwear Laser Focus Eye Cream 250ml,2021-10-29,5381.6,112
sp33,Canada,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 60ml,2024-07-04,2406.91,23
sp187,Poland,COSRX AHA/BHA Clarifying Treatment Toner 150ml,2023-06-01,4168.07,141
sp76,France,Kiehl's Ultra Facial Cream 340g,2024-12-12,3594.21,66
sp196,Sweden,CeraVe Healing Ointment 125ml,2021-06-18,6436.96,121
sp94,Chile,First Aid Beauty Ultra Repair Firming Collagen Cream 150ml,2024-12-29,1268.13,35
sp167,South Korea,Tatcha The Eye Concentrate 30g,2020-11-17,955.45,133
sp13,Argentina,Kiehl's Clearly Corrective Dark Spot Solution 75ml,2020-03-05,1993.14,29
sp124,Spain,Clinique Dramatically Different Moisturising Lotion+ 56.7g,2024-06-15,9037.65,298
sp74,Philippines,Sunday Riley Ice Ceramide Moisturizing Cream 30g,2022-07-05,611.63,101
sp90,Italy,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 30g,2023-06-17,3881.17,170
sp66,Canada,Neutrogena Cellular Boost Concentrate Serum 200ml,2023-08-02,2776.99,91
sp198,Sweden,Skinceuticals Phyto Corrective Gel 125ml,2021-12-01,1126.31,109
sp35,Germany,CeraVe Renewing SA Cream 30ml,2024-04-25,3039.17,28
sp24,Colombia,Skinceuticals Discoloration Defense Serum 56.7g,2023-06-21,9556.51,91
sp23,Indonesia,Avène PhysioLift Night Smoothing Balm 30ml,2021-12-29,6401.56,63
sp157,India,Olay Total Effects 7-in-1 Moisturiser 40ml,2022-09-25,985.25,10
sp83,Spain,Estée Lauder Revitalizing Supreme+ Moisturizer 20ml,2022-12-23,1842.71,21
sp95,Germany,Sunday Riley Saturn Sulfur Acne Treatment Mask 56.7g,2023-11-20,3572.14,75
sp144,India,Kiehl's Ultra Facial Cream 75ml,2020-11-09,7701.21,321
sp91,United Kingdom,Drunk Elephant Protini Polypeptide Cream 30ml,2020-12-26,21645.94,290
sp99,Singapore,Bioderma Cicabio Arnica+ Repairing Cream 340g,2022-01-07,83.02,13
sp8,United Kingdom,Avène Cleanance Expert Emulsion 340g,2023-02-06,3883.75,53
sp6,Colombia,CeraVe Hydrating Cleanser 15ml,2023-09-21,2539.94,125
sp177,Thailand,La Roche-Posay Anthelios Invisible Fluid SPF50+ 100ml,2024-06-02,14425.76,150
sp63,Germany,COSRX Advanced Snail 96 Mucin Power Essence 340g,2024-04-23,649.75,99
sp156,Brazil,Estée Lauder Micro Essence Skin Activating Treatment Lotion 40ml,2020-05-16,2178.49,45
sp16,India,The Ordinary Hyaluronic Acid 2% + B5 100ml,2024-09-01,5259.5,84
sp152,Thailand,Clinique Smart Night Custom-Repair Moisturiser 125ml,2022-05-14,1213.48,89
sp170,Canada,The Ordinary Salicylic Acid 2% Solution 150ml,2020-04-28,6822.44,389
sp38,Netherlands,CeraVe Moisturising Cream 340g,2021-05-24,4171.18,48
sp88,Philippines,Tatcha The Water Cream 60ml,2022-08-14,2796.83,70
sp182,China,Skinceuticals Triple Lipid Restore 2:4:2 200ml,2023-07-20,3621.78,60
sp48,Netherlands,Murad Oil-Control Mattifier SPF45 60ml,2023-03-08,3527.56,69
sp142,United States,Neutrogena Hydro Boost Eye Gel-Cream 30g,2023-08-04,8854.87,104
sp68,Argentina,Paula's Choice CLINICAL 1% Retinol Treatment 200ml,2022-10-29,19965.61,204
sp154,Sweden,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 100ml,2024-01-18,5345.69,119
sp191,Germany,Neutrogena Rapid Wrinkle Repair Retinol Cream 40ml,2024-10-09,4829.54,137
sp98,Singapore,CeraVe Hydrating Cleanser 340g,2023-07-28,2273.56,21
sp161,Canada,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 20ml,2020-04-06,597.23,60
sp18,Colombia,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 60ml,2023-12-31,867.12,25
sp114,France,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 125ml,2023-12-22,2610.2,45
sp167,China,Murad Rapid Resurgence Eye Lift 100ml,2022-10-04,9036.03,233
sp58,United States,Tatcha The Eye Concentrate 30ml,2022-04-27,7327.98,297
sp170,Singapore,REN Clean Skincare Perfect Canvas Clean Primer 30ml,2024-03-25,2531.36,70
sp77,Japan,Tatcha The Eye Concentrate 75ml,2024-06-04,25978.51,281
sp22,Netherlands,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 75ml,2021-06-27,1389.47,69
sp106,India,Tatcha The Silk Cream 50ml,2022-09-10,3693.73,79
sp41,United States,REN Clean Skincare Clean Screen Mineral SPF30 30g,2022-09-01,13271.66,136
sp85,Philippines,CeraVe Moisturising Cream 60ml,2023-12-22,2037.24,37
sp46,Singapore,REN Clean Skincare Perfect Canvas Clean Primer 200ml,2023-07-29,6937.86,123
sp52,Indonesia,First Aid Beauty Ultra Repair Cream 56.7g,2023-02-23,7647.18,143
sp39,India,Pixi Skintreats Rose Caviar Eye Cream 75ml,2024-03-27,10575.24,138
sp89,Colombia,Clinique Dramatically Different Moisturising Lotion+ 340g,2020-04-04,3475.96,44
